Fri Mar 15 16:47:39 2019
1552682859.4449756
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1552683072.7543044
1_1, 5, 100, 1552683682.100233
1_2, 1, 100, 1552683810.7460961
Baseline, , 180, 1552684016.754695
2_1, 3, 80, 1552684207.1867363
2_2, 2, 60, 1552684420.4680622
2_3, 4, 60, 1552684594.6029215
2_4, 1, 80, 1552684736.0952144
2_5, 5, 80, 1552684900.509057
