Fri Mar 15 13:59:45 2019
1552672785.5856998
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1552673067.5528936
1_1, 1, 100, 1552673642.9604287
1_2, 5, 100, 1552673816.5837893
Baseline, , 180, 1552674052.544383
2_1, 2, 60, 1552674240.8402107
2_2, 3, 80, 1552674440.5371783
2_3, 5, 60, 1552674761.9753191
2_4, 1, 60, 1552674914.10153
2_5, 4, 80, 1552675129.8541033
