Fri Mar 15 15:00:26 2019
1552676426.6262367
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1552676466.70025
1_1, 5, 100, 1552676938.7829733
1_2, 1, 100, 1552677066.0777013
Baseline, , 180, 1552677306.0867
2_1, 4, 70, 1552677529.4570348
2_2, 5, 80, 1552677731.0091882
2_3, 1, 80, 1552677913.7454598
2_4, 2, 60, 1552678104.625546
2_5, 3, 60, 1552678253.5194337
