Fri Mar 22 17:18:21 2019
1553289501.1064548
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1553289707.2600682
Baseline, , 180, 1553290175.054843
1_1, 1, 100, 1553290405.1528504
1_2, 5, 100, 1553290549.8233159
2_1, 3, 70, 1553290847.4200728
2_2, 4, 80, 1553291031.7405028
2_3, 2, 60, 1553291210.9874258
2_4, 5, 80, 1553291345.9609218
2_5, 1, 60, 1553291543.1376374
