Wed Mar 20 13:00:08 2019
1553101208.8631563
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1553101212.6915393
1_1, 5, 100, 1553101667.5510206
1_2, 1, 100, 1553101802.66053
Baseline, , 180, 1553101979.596222
2_1, 1, 80, 1553102188.2520854
2_2, 4, 80, 1553102341.954454
2_3, 3, 60, 1553102500.3852956
2_4, 5, 80, 1553102633.1675725
2_5, 2, 60, 1553102776.5009046
