Fri Mar 22 14:57:59 2019
1553281079.6034029
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1553281285.6540058
1_1, 1, 100, 1553281678.9993365
1_2, 5, 100, 1553281822.268662
Baseline, , 180, 1553282006.2940626
2_1, 3, 70, 1553282199.1653478
2_2, 2, 60, 1553282359.770888
2_3, 1, 70, 1553282486.6899526
2_4, 5, 70, 1553282615.8246813
2_5, 4, 80, 1553282769.3355367
