Thu Mar 21 13:10:10 2019
1553188210.5653672
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1553188213.5366642
1_1, 1, 100, 1553188701.8534913
1_2, 5, 100, 1553188852.8675911
Baseline, , 180, 1553189040.3873413
2_1, 2, 80, 1553189245.3888395
2_2, 3, 60, 1553189413.8906877
2_3, 1, 60, 1553189549.6482623
2_4, 5, 80, 1553189668.9251885
2_5, 4, 80, 1553189816.163911
