Wed Mar 20 10:59:06 2019
1553093946.7950642
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1553094125.7259555
1_1, 5, 100, 1553094592.825661
1_2, 1, 100, 1553094726.719049
Baseline, , 180, 1553094901.8305585
2_1, 3, 70, 1553095102.4316165
2_2, 5, 70, 1553095271.4305146
2_3, 1, 60, 1553095415.068877
2_4, 2, 80, 1553095547.2260916
2_5, 4, 60, 1553095695.936961
