Fri Mar 15 10:12:44 2019
1552659164.120713
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1552659537.4290402
1_1, 1, 100, 1552659898.6371574
1_2, 5, 100, 1552660041.9579756
Baseline, , 180, 1552660220.9427652
2_1, 1, 80, 1552660478.1630993
2_2, 4, 80, 1552660673.5076318
2_3, 5, 60, 1552660850.2593052
2_4, 2, 80, 1552661015.3938172
2_5, 3, 80, 1552661189.7452505
