Wed Mar 20 15:58:28 2019
1553111908.600023
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1553112180.6602263
1_1, 5, 100, 1553112935.37269
1_2, 1, 100, 1553113078.7230237
Baseline, , 180, 1553113327.5329022
2_1, 3, 60, 1553113527.4798949
2_2, 4, 60, 1553113709.0940545
2_3, 5, 70, 1553113844.3155754
2_4, 2, 60, 1553113992.7454166
2_5, 1, 60, 1553114118.518993
