Thu Mar 14 15:23:34 2019
1552591414.0162058
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1552592020.2228205
1_1, 5, 100, 1552592429.528747
1_2, 1, 100, 1552592559.2137141
2_1, 1, 70, 1552592799.3607266
2_2, 2, 70, 1552592993.3041189
2_3, 5, 80, 1552593161.7679636
2_4, 3, 60, 1552593359.2397087
2_5, 4, 60, 1552593497.725556
