Wed Mar 20 17:02:53 2019
1553115773.277452
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1553116221.4562654
1_1, 5, 100, 1553116611.969313
1_2, 1, 100, 1553116735.1576304
Baseline, , 180, 1553116949.822095
2_1, 5, 60, 1553117129.142025
2_2, 3, 70, 1553117331.9743063
2_3, 4, 80, 1553117490.0691142
2_4, 1, 80, 1553117673.636469
2_5, 2, 70, 1553117829.7550795
