Fri Mar 15 16:00:49 2019
1552680049.5910232
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1552680086.8847518
1_1, 1, 100, 1552680544.1810806
1_2, 5, 100, 1552680714.094462
Baseline, , 180, 1552680931.7342238
2_1, 3, 80, 1552681122.5583043
2_2, 1, 80, 1552681337.1357598
2_3, 2, 80, 1552681491.8862333
2_4, 5, 70, 1552681660.1410573
2_5, 4, 80, 1552681794.7795198
