Thu Mar 21 15:06:37 2019
1553195197.8068466
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1553195200.74014
1_1, 5, 100, 1553195725.4816089
1_2, 1, 100, 1553195855.1595755
Baseline, , 180, 1553196049.3759952
2_1, 5, 60, 1553196240.1600716
2_2, 3, 80, 1553196433.7844322
2_3, 2, 60, 1553196602.0952618
2_4, 4, 70, 1553196777.766827
2_5, 1, 70, 1553196928.0218508
