Fri Mar 22 16:03:15 2019
1553284995.4849377
Condition, Crowding_level, duration, start_time
demo, 3, 60, 1553285169.7963672
1_1, 5, 100, 1553285863.7787583
1_2, 1, 100, 1553285997.0560846
Baseline, , 180, 1553286219.697347
2_1, 4, 60, 1553286428.8102558
2_2, 3, 80, 1553286593.489722
2_3, 2, 60, 1553286773.3927107
2_4, 1, 60, 1553286918.7822483
2_5, 5, 70, 1553287043.4277115
