1552504655.000000, 1552504655.000000, 1552504655.000000
32.000000, 32.000000, 32.000000
-38,-4,51
-37,-1,52
-37,0,53
-36,3,53
-35,3,53
-38,3,50
-39,1,50
-40,-2,50
-39,-3,51
-36,-4,52
-35,-3,54
-35,-4,54
-36,-5,54
-35,-4,54
-35,-2,54
-35,-1,53
-37,0,51
-37,1,52
-37,1,53
-36,0,52
-35,-1,53
-34,-1,53
-34,-1,54
-33,-1,54
-34,-1,55
-34,-1,54
-34,-1,54
-35,-1,54
-34,-1,53
-35,-2,53
-36,-1,53
-36,-1,52
-35,0,53
-34,0,54
-33,-1,55
-33,-1,55
-33,-1,54
-34,-1,54
-35,-1,53
-35,-1,53
-35,-1,53
-35,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-35,-1,54
-35,-1,53
-35,-1,53
-35,-2,53
-35,-2,53
-34,-2,54
-34,-2,54
-34,-1,54
-33,0,54
-34,0,54
-33,0,54
-34,-1,54
-34,-1,54
-35,-2,53
-35,-2,54
-34,-2,54
-34,-2,54
-34,-1,54
-33,-1,54
-35,-1,54
-35,-1,54
-36,-1,52
-36,-1,53
-35,-1,53
-35,-1,53
-34,-1,54
-33,-1,54
-35,-1,53
-35,-1,54
-34,-1,53
-35,-1,53
-33,-1,55
-35,-2,54
-34,-1,54
-37,-1,52
-36,-1,53
-35,-1,53
-36,-1,53
-35,-1,53
-35,-1,53
-35,0,53
-36,0,53
-36,0,53
-36,0,52
-36,0,52
-37,0,52
-36,-1,53
-36,-1,53
-35,-2,53
-35,-2,53
-35,-1,53
-35,-1,53
-35,-1,53
-36,-1,53
-35,-1,53
-35,-1,53
-35,-1,54
-34,-1,54
-34,-1,54
-34,0,54
-34,0,54
-35,-1,54
-34,-1,54
-35,-1,53
-36,-2,53
-35,-2,53
-35,-2,53
-34,-1,53
-34,-1,54
-34,-1,54
-34,-1,54
-35,-1,53
-35,-1,53
-35,-1,53
-35,-1,54
-34,-1,54
-35,-2,54
-34,-1,54
-35,-1,53
-34,-1,53
-37,0,53
-35,0,53
-35,-1,53
-36,-1,53
-35,-1,53
-35,-1,53
-37,-2,52
-34,-1,54
-34,-2,55
-35,-1,53
-34,-2,54
-34,-1,54
-33,0,55
-32,-1,56
-34,-1,55
-30,-1,58
-29,-1,56
-29,-1,57
-30,-2,56
-29,-1,57
-30,-1,57
-31,0,55
-31,0,55
-31,0,56
-31,-1,56
-31,-1,56
-31,-1,56
-31,-1,56
-30,-1,56
-31,-1,56
-31,0,56
-31,-1,56
-31,-1,56
-31,-1,56
-31,-1,56
-31,-1,56
-31,-1,56
-32,-1,56
-32,-1,55
-32,-1,55
-32,-1,55
-32,-1,55
-32,-1,55
-32,-1,55
-32,-1,55
-32,-1,55
-32,-1,55
-32,-1,55
-32,-1,55
-32,-1,55
-32,-1,55
-32,-1,55
-32,-1,55
-33,-1,55
-33,-1,55
-33,-1,55
-33,-1,55
-33,-1,55
-32,-1,55
-32,-1,55
-33,-1,55
-33,-1,54
-34,-1,54
-33,-1,54
-33,-1,54
-33,0,55
-33,0,55
-32,-1,55
-32,-2,55
-33,-1,54
-32,-1,54
-34,-1,54
-34,-1,54
-33,0,54
-34,0,54
-32,-1,55
-33,-1,55
-33,-1,55
-33,-1,55
-33,-1,55
-33,-1,54
-33,-1,54
-33,-1,54
-33,-1,55
-33,-1,54
-33,-1,54
-33,-1,54
-33,-1,54
-33,-1,55
-33,-1,55
-33,-1,55
-33,-1,55
-33,-1,55
-33,-1,54
-33,-1,54
-34,-1,54
-33,-1,55
-33,-1,55
-33,-1,55
-33,-1,54
-33,-1,55
-33,-1,55
-33,-1,55
-33,0,54
-33,0,54
-33,0,54
-34,0,54
-34,-1,54
-35,-2,53
-34,-3,53
-35,-2,53
-35,-1,53
-34,-1,54
-34,-1,54
-34,-2,54
-33,-2,55
-33,-2,55
-33,0,54
-33,0,55
-33,-1,54
-34,-1,54
-34,-2,54
-34,-2,54
-33,-1,55
-32,0,55
-32,0,55
-33,1,54
-34,0,54
-34,0,54
-34,-1,54
-35,-1,54
-34,-1,54
-34,-1,54
-33,-1,55
-33,-2,55
-33,-1,55
-33,-1,55
-34,0,54
-35,0,53
-34,0,54
-34,-1,54
-34,-2,54
-32,-2,55
-33,-2,54
-34,-1,54
-34,-1,54
-36,0,53
-34,0,54
-34,0,54
-32,-1,55
-32,-1,55
-33,-2,55
-33,-2,55
-33,-1,55
-33,-1,55
-32,0,55
-31,0,55
-32,1,55
-33,0,55
-33,0,55
-34,-2,54
-34,-2,54
-33,-4,54
-32,-4,55
-32,-4,55
-32,-1,55
-33,0,54
-33,3,54
-34,3,54
-33,1,54
-33,0,54
-32,-3,55
-33,-4,55
-33,-3,55
-34,-2,54
-34,-1,54
-35,1,54
-34,1,53
-33,1,54
-32,-1,55
-32,-1,55
-32,-2,55
-33,-3,54
-34,-2,54
-34,-2,54
-34,-1,54
-34,-1,54
-32,-1,55
-32,-1,55
-32,-1,55
-33,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-33,-1,54
-33,-2,55
-33,-1,55
-33,-1,55
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-33,-1,54
-33,-2,54
-34,-1,54
-34,-1,54
-35,-1,53
-34,-1,54
-34,-2,54
-34,-2,54
-34,-1,54
-35,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-35,-1,53
-35,-1,54
-35,0,54
-35,-1,53
-35,-1,53
-35,-1,53
-35,-1,53
-35,-1,53
-35,-1,53
-35,-1,54
-34,-1,53
-35,-1,54
-35,-1,54
-35,-1,53
-35,-1,53
-35,-1,53
-35,0,54
-35,0,53
-35,0,53
-35,0,53
-35,0,53
-35,-1,53
-35,-1,53
-35,-1,53
-35,-1,53
-35,-1,53
-35,0,53
-35,0,53
-35,-1,53
-35,-1,53
-35,-1,53
-35,-2,54
-35,-1,54
-35,-1,54
-35,-1,54
-35,-1,54
-35,-1,53
-35,-1,54
-35,-1,53
-35,-1,53
-35,-1,53
-34,-1,54
-34,-1,54
-34,-1,54
-35,-1,54
-34,-1,54
-35,-1,54
-34,-1,53
-34,-1,54
-34,-1,54
-34,-1,53
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-34,-1,54
-35,-1,54
-34,-1,54
-34,-1,54
-35,-1,54
-35,-1,54
-35,-1,54
-35,-1,53
-34,-1,53
-35,0,53
-35,0,54
-34,-1,54
-34,-1,54
-34,-1,54
-35,0,53
-35,0,53
-35,-1,54
-35,-1,54
-35,-2,53
-35,-1,53
-35,-1,54
-34,-1,54
-34,0,54
-35,-1,54
-35,-1,54
-35,-1,54
-35,-1,53
-35,-1,53
-35,-1,53
-35,-1,54
-34,-1,54
-35,0,54
-34,0,54
-35,-1,53
-35,-1,53
-35,-1,53
-35,-1,53
-34,-1,54
-34,-1,54
-35,-1,53
-35,-1,53
-36,-1,53
-34,0,54
-34,-1,54
-35,-1,54
-35,0,53
-35,-1,53
-35,-1,53
-35,-1,53
-36,-1,53
-34,0,54
-34,-2,54
-34,-2,54
-36,-1,52
-36,-1,53
-35,0,54
-35,0,54
-33,-1,55
-34,-1,55
-35,-1,53
-36,-1,53
-35,-1,53
-36,-1,53
-36,-1,53
-35,-1,53
-35,-1,53
-34,-1,54
-35,0,54
-35,-1,53
-34,0,54
-34,0,54
-34,-1,54
-35,-1,53
-35,-1,53
-35,-1,53
-36,-1,53
-35,0,53
-35,0,53
-35,0,53
-35,0,53
-36,0,53
-36,-1,53
-35,-1,53
-35,-1,53
-35,-1,53
-35,0,54
-35,0,54
-35,0,53
-35,0,53
-35,0,53
-35,0,53
-35,-1,53
-35,-1,54
-35,0,53
-34,-1,54
-34,0,54
-35,0,53
-36,0,53
-32,0,54
-35,-1,54
-35,-1,53
-34,-1,54
-35,-2,53
-35,-2,53
-36,-2,53
-36,-1,52
-33,0,54
-34,0,54
-33,0,54
-33,-1,54
-34,-2,54
-35,-1,53
-37,-1,52
-34,0,54
-34,-1,55
-34,-1,54
-34,-1,54
-35,0,54
-35,-1,54
-35,-1,53
-35,-1,54
-35,-1,53
-35,-1,53
-35,-1,53
-35,0,53
-35,0,53
-34,0,54
-34,0,54
-34,-1,54
-35,-1,54
-35,0,53
-35,0,53
-35,0,54
-34,-1,54
-34,-1,54
-34,-1,53
-35,-2,54
-35,-2,53
-35,-2,53
-35,-2,53
-34,-2,53
-35,-1,54
-34,-1,54
-34,-1,53
-35,-2,53
-35,-2,54
-35,-2,53
-35,-3,53
-35,-3,53
-35,-3,54
-34,-3,54
-33,-2,54
-33,-2,54
-35,-1,54
-35,-1,53
-36,-2,52
-36,-3,53
-36,-3,53
-35,-3,53
-35,-3,53
-35,-2,53
-35,-2,53
-35,-1,53
-35,-1,53
-35,-1,53
-35,-2,54
-35,-3,54
-35,-3,54
-35,-3,53
-34,-3,54
-34,-3,53
-35,-3,53
-34,-2,53
-35,-2,54
-35,-2,54
-34,-3,54
-34,-3,54
-34,-3,54
-35,-3,53
-35,-4,53
-35,-4,53
-35,-3,53
-35,-3,53
-35,-3,53
-35,-2,53
-35,-2,53
-35,-3,53
-35,-3,53
-35,-4,53
-35,-3,54
-34,-3,54
-35,-3,54
-35,-2,53
-35,-2,53
-35,-2,53
-35,-2,53
-35,-3,53
-35,-2,53
-35,-2,53
-35,-2,53
-35,-2,53
-36,-2,53
-36,-2,53
-36,-2,53
-35,-2,53
-35,-2,53
-35,-2,53
-36,-2,53
-36,-1,53
-36,-1,52
-36,-1,53
-35,-2,53
-35,-2,54
-34,-2,54
-35,-2,53
-36,-1,53
-36,-1,53
-35,-1,53
-35,-1,53
-35,-2,54
-34,-2,54
-34,-2,54
-34,-2,54
-35,-2,54
-35,-2,53
-35,-2,53
-35,-2,53
-35,-2,53
-35,-2,53
-35,-2,53
-35,-2,53
-35,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-2,52
-36,-2,53
-36,-2,53
-36,-2,52
-36,-2,52
-36,-1,53
-36,-1,52
-36,-1,52
-36,-1,53
-36,-1,53
-36,-1,52
-36,-1,52
-36,-1,53
-36,-2,52
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,52
-36,-1,52
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,52
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-2,53
-36,-2,53
-36,-2,53
-36,-1,52
-36,-1,52
-36,-1,52
-36,-1,53
-36,-1,52
-36,-1,52
-36,-1,53
-36,-1,53
-36,-2,53
-36,-2,53
-36,-2,53
-36,-2,53
-36,-1,52
-36,-1,53
-36,-1,52
-36,-1,52
-36,-2,52
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-36,-2,53
-36,-2,53
-36,-2,52
-36,-2,52
-36,-2,52
-36,-1,52
-36,-1,52
-36,-1,52
-36,-1,52
-36,-1,52
-37,-2,52
-36,-2,52
-36,-2,53
-36,-2,52
-36,-1,53
-36,-1,52
-36,-1,52
-36,-1,52
-36,-1,52
-36,-1,52
-36,-1,52
-37,-1,52
-37,-1,52
-36,-1,52
-36,-1,53
-36,-1,53
-36,-1,53
-36,-1,53
-37,-2,52
-36,-2,52
-37,-2,52
-37,-2,52
-38,-2,51
-37,-1,52
-37,-1,52
-37,-1,52
-37,-1,52
-36,-1,52
-37,-1,52
-37,-2,52
-37,-2,52
-37,-1,52
-37,-1,52
-37,-1,52
-36,-1,52
-37,-1,52
-37,-1,52
-36,-2,52
-37,-2,52
-36,-1,52
-36,-1,52
-36,-1,52
-36,-1,52
-36,-1,53
-36,-1,53
-36,-1,52
-37,-1,52
-37,-1,52
-36,-1,52
-37,-1,52
-37,-1,52
-36,-1,52
-36,-2,52
-36,-2,53
-36,-2,53
-36,-2,53
-36,-1,53
-36,-1,52
-36,-1,52
-35,-1,53
-35,-2,53
-35,-2,52
-36,-2,52
-37,0,52
-35,1,53
-34,0,53
-34,-3,54
-34,-5,54
-35,-5,53
-36,-3,52
-37,0,53
-35,1,53
-35,0,53
-35,-4,53
-34,-4,53
-35,-4,53
-35,-3,53
-36,-1,53
-36,0,52
-36,0,53
-35,-1,53
-34,-2,54
-34,-3,54
-35,-3,54
-36,-3,53
-37,-2,52
-36,-1,52
-35,-1,53
-35,-2,53
-35,-2,53
-35,-2,53
-36,-2,53
-36,-1,53
-35,-2,53
-35,-1,53
-35,-2,53
-35,-2,53
-35,-2,53
-36,-1,53
-36,-1,53
-36,-2,53
-35,-2,53
-35,-2,53
-35,-2,53
-36,-2,53
-36,-2,53
-36,-1,52
-36,-1,52
-36,-1,52
-36,-1,53
-36,-2,53
-36,-2,53
-36,-2,53
-36,-1,53
-36,-1,52
-36,-1,52
